country,year,hdi,gdp_per_capita,edu_expenditure_pct,City,University,Program,Level,Duration_Years,Tuition_USD,Living_Cost_Index,Rent_USD,Visa_Fee_USD,Insurance_USD,Exchange_Rate
Switzerland,1990,0.858,39574.5398083788,4.39194011688232,Basel,University of Basel,Computational Science,Master,2.0,1440.0,87.5,1800.0,88.0,1200.0,0.89
Switzerland,1990,0.858,39574.5398083788,4.39194011688232,Lucerne,University of Lucerne,Digital Innovation,Bachelor,3.0,1380.0,85.8,1600.0,88.0,1200.0,0.89
Switzerland,1990,0.858,39574.5398083788,4.39194011688232,Winterthur,ZHAW,Data Engineering,Master,2.0,1460.0,86.4,1700.0,88.0,1200.0,0.89
Switzerland,1990,0.858,39574.5398083788,4.39194011688232,Zurich,ETH Zurich,Computer Science,Master,2.0,1500.0,122.4,2000.0,140.0,1200.0,0.89
Switzerland,1990,0.858,39574.5398083788,4.39194011688232,Lausanne,EPFL,Computer Science,PhD,4.0,1500.0,119.8,1900.0,140.0,1200.0,0.89
Switzerland,1990,0.858,39574.5398083788,4.39194011688232,Geneva,University of Geneva,Data Science,Master,2.0,1500.0,116.5,1800.0,140.0,1200.0,0.89
Switzerland,1990,0.858,39574.5398083788,4.39194011688232,Basel,University of Basel,Data Science,Master,2.0,1500.0,114.3,1700.0,140.0,1200.0,0.89
Switzerland,1990,0.858,39574.5398083788,4.39194011688232,St. Gallen,University of St. Gallen,Data Analytics,Master,2.0,1500.0,112.1,1600.0,140.0,1200.0,0.89
Switzerland,1990,0.858,39574.5398083788,4.39194011688232,Bern,University of Bern,Data Science,Master,2.0,1500.0,110.4,1500.0,140.0,1200.0,0.89
Switzerland,1990,0.858,39574.5398083788,4.39194011688232,Lugano,USI Lugano,Data Analytics,Master,2.0,1500.0,108.9,1400.0,140.0,1200.0,0.89
Switzerland,1990,0.858,39574.5398083788,4.39194011688232,Fribourg,University of Fribourg,Computer Science,Master,2.0,1500.0,107.8,1300.0,140.0,1200.0,0.89
Denmark,1990,0.844,26885.6994188191,,Copenhagen,University of Copenhagen,Bioinformatics,Master,2.0,0.0,73.4,1300.0,120.0,450.0,6.92
Denmark,1990,0.844,26885.6994188191,,Aalborg,Aalborg University,Computer Science,Bachelor,3.0,0.0,69.8,900.0,120.0,450.0,6.92
Denmark,1990,0.844,26885.6994188191,,Copenhagen,University of Copenhagen,Computer Science,Master,2.0,8800.0,83.2,1500.0,110.0,600.0,0.15
Denmark,1990,0.844,26885.6994188191,,Aarhus,Aarhus University,Data Science,Master,2.0,8600.0,77.4,1200.0,110.0,600.0,0.15
Denmark,1990,0.844,26885.6994188191,,Aalborg,Aalborg University,Software Engineering,Master,2.0,8400.0,75.1,1000.0,110.0,600.0,0.15
Denmark,1990,0.844,26885.6994188191,,Copenhagen,University of Copenhagen,Physics,PhD,4.0,0.0,82.1,1500.0,450.0,800.0,7.45
Denmark,1990,0.844,26885.6994188191,,Aarhus,Aarhus University,Data Analytics,Master,2.0,0.0,76.5,1200.0,450.0,800.0,7.45
Denmark,1990,0.844,26885.6994188191,,Odense,University of Southern Denmark,Biotechnology,Master,2.0,0.0,73.2,1100.0,450.0,800.0,7.45
Denmark,1990,0.844,26885.6994188191,,Aalborg,Aalborg University,Energy Engineering,Bachelor,3.0,0.0,71.5,1000.0,450.0,800.0,7.45
Denmark,1990,0.844,26885.6994188191,,Roskilde,Roskilde University,Environmental Science,Master,2.0,0.0,70.8,1000.0,450.0,800.0,7.45
Denmark,1990,0.844,26885.6994188191,,Lyngby,Technical University of Denmark,Quantum Engineering,Master,2.0,0.0,81.2,1400.0,450.0,800.0,7.45
Denmark,1990,0.844,26885.6994188191,,Kolding,University of Southern Denmark,Software Engineering,PhD,4.0,0.0,69.5,900.0,450.0,800.0,7.45
Denmark,1990,0.844,26885.6994188191,,Esbjerg,University of Southern Denmark,Environmental Engineering,Master,2.0,0.0,68.4,850.0,450.0,800.0,7.45
Denmark,1990,0.844,26885.6994188191,,Slagelse,University of Copenhagen,Bioinformatics,Master,2.0,0.0,67.5,900.0,450.0,800.0,7.45
Denmark,1990,0.844,26885.6994188191,,Herning,Aarhus University,Engineering Management,Master,2.0,0.0,66.2,800.0,450.0,800.0,7.45
Germany,1990,0.834,22385.6778250275,,Munich,Technical University of Munich,Mechanical Engineering,Master,2.0,500.0,70.5,1100.0,75.0,550.0,0.92
Germany,1990,0.834,22385.6778250275,,Heidelberg,Heidelberg University,Molecular Biology,PhD,3.0,500.0,68.4,900.0,75.0,550.0,0.92
Germany,1990,0.834,22385.6778250275,,Berlin,Free University of Berlin,International Business,Bachelor,3.0,0.0,65.2,900.0,75.0,550.0,0.92
Germany,1990,0.834,22385.6778250275,,Dresden,TU Dresden,Computer Science,Master,2.0,500.0,65.8,750.0,75.0,550.0,0.92
Germany,1990,0.834,22385.6778250275,,Stuttgart,University of Stuttgart,Software Engineering,Bachelor,3.0,450.0,68.5,850.0,75.0,550.0,0.92
Germany,1990,0.834,22385.6778250275,,Hamburg,TU Hamburg,Data Engineering,Master,2.0,500.0,71.2,950.0,75.0,550.0,0.92
Germany,1990,0.834,22385.6778250275,,Aachen,RWTH Aachen,Computer Engineering,Bachelor,3.0,500.0,66.4,700.0,75.0,550.0,0.92
Germany,1990,0.834,22385.6778250275,,Karlsruhe,KIT,Artificial Intelligence,Master,2.0,500.0,67.8,800.0,75.0,550.0,0.92
Germany,1990,0.834,22385.6778250275,,Darmstadt,TU Darmstadt,Information Systems,Bachelor,3.0,450.0,66.9,750.0,75.0,550.0,0.92
Germany,1990,0.834,22385.6778250275,,Braunschweig,TU Braunschweig,Software Systems,Master,2.0,500.0,64.5,650.0,75.0,550.0,0.92
Germany,1990,0.834,22385.6778250275,,Jena,University of Jena,Data Science,Bachelor,3.0,450.0,63.8,600.0,75.0,550.0,0.92
Germany,1990,0.834,22385.6778250275,,Hannover,Leibniz University,Digital Engineering,Master,2.0,500.0,66.2,750.0,75.0,550.0,0.92
Germany,1990,0.834,22385.6778250275,,Freiburg,University of Freiburg,Robotics & AI,Master,2.0,500.0,67.5,800.0,75.0,550.0,0.92
Germany,1990,0.834,22385.6778250275,,Munich,TU Munich,Mechanical Engineering,Master,2.0,0.0,71.5,1200.0,110.0,900.0,0.92
Germany,1990,0.834,22385.6778250275,,Berlin,Humboldt University,Computer Science,Bachelor,3.0,0.0,68.9,950.0,110.0,900.0,0.92
Germany,1990,0.834,22385.6778250275,,Hamburg,University of Hamburg,Physics,Master,2.0,0.0,69.8,1100.0,110.0,900.0,0.92
Germany,1990,0.834,22385.6778250275,,Dresden,TU Dresden,Mechanical Engineering,Bachelor,3.0,0.0,65.4,800.0,110.0,900.0,0.92
Germany,1990,0.834,22385.6778250275,,Frankfurt,Goethe University,Computer Science,Master,2.0,0.0,72.3,1300.0,110.0,900.0,0.92
Germany,1990,0.834,22385.6778250275,,Stuttgart,University of Stuttgart,Engineering,Master,2.0,0.0,68.7,1100.0,110.0,900.0,0.92
Germany,1990,0.834,22385.6778250275,,Heidelberg,Heidelberg University,Physics,Bachelor,3.0,0.0,67.8,1000.0,110.0,900.0,0.92
Germany,1990,0.834,22385.6778250275,,Cologne,University of Cologne,Mathematics,Master,2.0,0.0,69.8,1200.0,110.0,900.0,0.92
Germany,1990,0.834,22385.6778250275,,Bonn,University of Bonn,Engineering,Master,2.0,0.0,67.8,1100.0,110.0,900.0,0.92
Germany,1990,0.834,22385.6778250275,,Aachen,RWTH Aachen,Computer Science,Bachelor,3.0,0.0,68.9,1000.0,110.0,900.0,0.92
Germany,1990,0.834,22385.6778250275,,Berlin,Technical University Berlin,Mechanical Engineering,Master,2.0,0.0,68.9,1100.0,110.0,900.0,0.92
Germany,1990,0.834,22385.6778250275,,Munich,LMU Munich,Mathematics,PhD,4.0,0.0,71.5,1300.0,110.0,900.0,0.92
Germany,1990,0.834,22385.6778250275,,Dresden,TU Dresden,Computer Science,Bachelor,3.0,0.0,65.4,900.0,110.0,900.0,0.92
Germany,1990,0.834,22385.6778250275,,Hamburg,TU Hamburg,Electrical Engineering,Master,2.0,0.0,69.8,1200.0,110.0,900.0,0.92
Germany,1990,0.834,22385.6778250275,,Stuttgart,University of Stuttgart,Aerospace Engineering,Master,2.0,0.0,68.7,1100.0,110.0,900.0,0.92
Germany,1990,0.834,22385.6778250275,,Karlsruhe,KIT,Mechatronics,PhD,4.0,0.0,67.9,1000.0,110.0,900.0,0.92
Germany,1990,0.834,22385.6778250275,,Darmstadt,TU Darmstadt,Computer Engineering,Master,2.0,0.0,66.8,950.0,110.0,900.0,0.92
Germany,1990,0.834,22385.6778250275,,Bremen,University of Bremen,Robotics,Master,2.0,0.0,66.5,900.0,110.0,900.0,0.92
Germany,1990,0.834,22385.6778250275,,Aachen,RWTH Aachen,Materials Science,Master,2.0,0.0,68.9,1000.0,110.0,900.0,0.92
Germany,1990,0.834,22385.6778250275,,Jena,University of Jena,Photonics,Master,2.0,0.0,65.4,850.0,110.0,900.0,0.92
Sweden,1990,0.818,30549.6692751763,5.2121901512146,Stockholm,KTH Royal Institute,Sustainable Technology,Master,2.0,0.0,71.8,1200.0,110.0,400.0,10.45
Sweden,1990,0.818,30549.6692751763,5.2121901512146,Lund,Lund University,Neuroscience,PhD,4.0,0.0,69.5,1000.0,110.0,400.0,10.45
Sweden,1990,0.818,30549.6692751763,5.2121901512146,Stockholm,KTH Royal Institute,Engineering Physics,Master,2.0,0.0,78.4,1100.0,120.0,750.0,10.45
Sweden,1990,0.818,30549.6692751763,5.2121901512146,Uppsala,Uppsala University,Mathematics,Bachelor,3.0,0.0,72.3,900.0,120.0,750.0,10.45
Sweden,1990,0.818,30549.6692751763,5.2121901512146,Gothenburg,Chalmers University,Sustainable Energy,Master,2.0,0.0,71.2,950.0,120.0,750.0,10.45
Sweden,1990,0.818,30549.6692751763,5.2121901512146,Lund,Lund University,Physics,PhD,4.0,0.0,73.4,1000.0,120.0,750.0,10.45
Sweden,1990,0.818,30549.6692751763,5.2121901512146,Linköping,Linköping University,Computer Science,Master,2.0,0.0,69.8,850.0,120.0,750.0,10.45
Sweden,1990,0.818,30549.6692751763,5.2121901512146,Umeå,Umeå University,Artificial Intelligence,Master,2.0,0.0,68.5,800.0,120.0,750.0,10.45
Sweden,1990,0.818,30549.6692751763,5.2121901512146,Karlstad,Karlstad University,Information Systems,Bachelor,3.0,0.0,67.2,750.0,120.0,750.0,10.45
Sweden,1990,0.818,30549.6692751763,5.2121901512146,Växjö,Linnaeus University,Software Engineering,Master,2.0,0.0,66.5,700.0,120.0,750.0,10.45
Australia,1990,0.867,18249.3014538169,4.66689014434814,Melbourne,University of Melbourne,Engineering,Master,2.0,42000.0,71.2,1400.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Canberra,Australian National University,Climate Science,PhD,4.0,29800.0,70.2,1400.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Sydney,University of Sydney,Business,Bachelor,3.0,35000.0,72.8,1600.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Adelaide,University of Adelaide,Computer Science,Bachelor,3.0,32800.0,68.5,1100.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Perth,University of Western Australia,Software Engineering,Master,2.0,34500.0,69.8,1200.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Gold Coast,Griffith University,Information Technology,Bachelor,3.0,31200.0,67.5,1100.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Hobart,University of Tasmania,Data Science,Master,2.0,30800.0,65.4,950.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Newcastle,University of Newcastle,Computer Engineering,Bachelor,4.0,31500.0,66.8,1000.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Wollongong,University of Wollongong,Artificial Intelligence,Master,2.0,32900.0,67.2,1050.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Darwin,Charles Darwin University,Information Systems,Bachelor,3.0,29800.0,64.5,900.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Townsville,James Cook University,Data Analytics,Master,2.0,31200.0,65.8,950.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Sunshine Coast,USC,Software Development,Bachelor,3.0,29500.0,66.2,1000.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Armidale,University of New England,Computing Science,Master,2.0,30500.0,64.8,850.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Melbourne,University of Melbourne,Computer Science,Bachelor,3.0,42500.0,72.8,1800.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Melbourne,University of Melbourne,Computer Science,Master,2.0,45800.0,72.8,1800.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Melbourne,University of Melbourne,Computer Science,PhD,4.0,35000.0,72.8,1800.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Sydney,University of Sydney,Computer Science,Bachelor,3.0,41800.0,74.5,2000.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Sydney,University of Sydney,Computer Science,Master,2.0,44900.0,74.5,2000.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Sydney,University of Sydney,Computer Science,PhD,4.0,34500.0,74.5,2000.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Canberra,Australian National University,Computer Science,Bachelor,3.0,41200.0,68.9,1600.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Canberra,Australian National University,Computer Science,Master,2.0,44200.0,68.9,1600.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Canberra,Australian National University,Computer Science,PhD,4.0,34000.0,68.9,1600.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Brisbane,University of Queensland,Computer Science,Bachelor,3.0,40500.0,69.2,1500.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Brisbane,University of Queensland,Computer Science,Master,2.0,43500.0,69.2,1500.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Brisbane,University of Queensland,Computer Science,PhD,4.0,33500.0,69.2,1500.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Sydney,University of New South Wales,Computer Science,Bachelor,3.0,40200.0,74.5,1900.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Sydney,University of New South Wales,Computer Science,Master,2.0,43200.0,74.5,1900.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Sydney,University of New South Wales,Computer Science,PhD,4.0,33200.0,74.5,1900.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Melbourne,Monash University,Computer Science,Bachelor,3.0,39800.0,72.8,1700.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Melbourne,Monash University,Computer Science,Master,2.0,42800.0,72.8,1700.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Melbourne,Monash University,Computer Science,PhD,4.0,32800.0,72.8,1700.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Adelaide,University of Adelaide,Computer Science,Bachelor,3.0,39200.0,67.5,1400.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Adelaide,University of Adelaide,Computer Science,Master,2.0,42200.0,67.5,1400.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Adelaide,University of Adelaide,Computer Science,PhD,4.0,32200.0,67.5,1400.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Perth,University of Western Australia,Computer Science,Bachelor,3.0,38800.0,68.2,1500.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Perth,University of Western Australia,Computer Science,Master,2.0,41800.0,68.2,1500.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Perth,University of Western Australia,Computer Science,PhD,4.0,31800.0,68.2,1500.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Brisbane,Queensland University of Technology,Computer Science,Bachelor,3.0,38200.0,69.2,1400.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Brisbane,Queensland University of Technology,Computer Science,Master,2.0,41200.0,69.2,1400.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Brisbane,Queensland University of Technology,Computer Science,PhD,4.0,31200.0,69.2,1400.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Sydney,University of Technology Sydney,Computer Science,Bachelor,3.0,37800.0,74.5,1800.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Sydney,University of Technology Sydney,Computer Science,Master,2.0,40800.0,74.5,1800.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Sydney,University of Technology Sydney,Computer Science,PhD,4.0,30800.0,74.5,1800.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Melbourne,RMIT University,Computer Science,Bachelor,3.0,37200.0,72.8,1600.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Melbourne,RMIT University,Computer Science,Master,2.0,40200.0,72.8,1600.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Melbourne,RMIT University,Computer Science,PhD,4.0,30200.0,72.8,1600.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Wollongong,University of Wollongong,Computer Science,Bachelor,3.0,36800.0,65.8,1300.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Wollongong,University of Wollongong,Computer Science,Master,2.0,39800.0,65.8,1300.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Wollongong,University of Wollongong,Computer Science,PhD,4.0,29800.0,65.8,1300.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Newcastle,University of Newcastle,Computer Science,Bachelor,3.0,36200.0,66.2,1300.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Newcastle,University of Newcastle,Computer Science,Master,2.0,39200.0,66.2,1300.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Newcastle,University of Newcastle,Computer Science,PhD,4.0,29200.0,66.2,1300.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Hobart,University of Tasmania,Computer Science,Bachelor,3.0,35800.0,64.5,1200.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Hobart,University of Tasmania,Computer Science,Master,2.0,38800.0,64.5,1200.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Hobart,University of Tasmania,Computer Science,PhD,4.0,28800.0,64.5,1200.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Gold Coast,Griffith University,Computer Science,Bachelor,3.0,35200.0,68.5,1400.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Gold Coast,Griffith University,Computer Science,Master,2.0,38200.0,68.5,1400.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Gold Coast,Griffith University,Computer Science,PhD,4.0,28200.0,68.5,1400.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Canberra,University of Canberra,Computer Science,Bachelor,3.0,34800.0,68.9,1500.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Canberra,University of Canberra,Computer Science,Master,2.0,37800.0,68.9,1500.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Canberra,University of Canberra,Computer Science,PhD,4.0,27800.0,68.9,1500.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Townsville,James Cook University,Computer Science,Bachelor,3.0,34200.0,65.2,1200.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Townsville,James Cook University,Computer Science,Master,2.0,37200.0,65.2,1200.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Townsville,James Cook University,Computer Science,PhD,4.0,27200.0,65.2,1200.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Armidale,University of New England,Computer Science,Bachelor,3.0,33800.0,63.8,1100.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Armidale,University of New England,Computer Science,Master,2.0,36800.0,63.8,1100.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Armidale,University of New England,Computer Science,PhD,4.0,26800.0,63.8,1100.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Toowoomba,University of Southern Queensland,Computer Science,Bachelor,3.0,33200.0,64.2,1100.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Toowoomba,University of Southern Queensland,Computer Science,Master,2.0,36200.0,64.2,1100.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Toowoomba,University of Southern Queensland,Computer Science,PhD,4.0,26200.0,64.2,1100.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Ballarat,Federation University,Computer Science,Bachelor,3.0,32800.0,63.5,1000.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Ballarat,Federation University,Computer Science,Master,2.0,35800.0,63.5,1000.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Ballarat,Federation University,Computer Science,PhD,4.0,25800.0,63.5,1000.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Lismore,Southern Cross University,Computer Science,Bachelor,3.0,32200.0,63.2,1000.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Lismore,Southern Cross University,Computer Science,Master,2.0,35200.0,63.2,1000.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Lismore,Southern Cross University,Computer Science,PhD,4.0,25200.0,63.2,1000.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Melbourne,University of Melbourne,Artificial Intelligence,PhD,4.0,29000.0,72.4,1500.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Sydney,University of Sydney,Biotechnology,PhD,4.0,31000.0,75.6,1700.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Brisbane,University of Queensland,Data Science,Master,2.0,32000.0,68.7,1200.0,450.0,650.0,1.52
Australia,1990,0.867,18249.3014538169,4.66689014434814,Perth,University of Western Australia,Physics,Master,2.0,30000.0,67.2,1100.0,450.0,650.0,1.52
